model_name,gpu,batch_size,seq_len,mean_ms,std_ms,p50_ms,p95_ms,n_runs,noisy,peak_memory_mb,actual_gpu_name,actual_mem_gb,actual_sm_count,attn_impl,platform,cuda_version,driver_version,torch_version,timestamp
gpt2-medium,t4,3,512,106.21562126159668,0.3695515531550414,106.26070404052734,106.81763458251953,100,False,1131.447296,Tesla T4,15.64,40,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T22:31:26+00:00
gpt2-medium,t4,3,1024,258.2603875732422,0.8910709947641411,258.3023681640625,259.66802978515625,100,False,1514.438656,Tesla T4,15.64,40,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T22:31:43+00:00
gpt2-medium,t4,4,32,17.375939807891847,0.16132236109064363,17.346559524536133,17.59231948852539,100,False,778.362368,Tesla T4,15.64,40,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T22:32:23+00:00
gpt2-medium,t4,4,64,17.796455097198486,0.2702407688999599,17.75116729736328,18.185888290405273,100,False,822.782464,Tesla T4,15.64,40,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T22:32:26+00:00
gpt2-medium,t4,4,128,29.957104682922363,0.23049903071350109,29.902847290039062,30.242847442626953,100,False,898.489344,Tesla T4,15.64,40,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T22:32:30+00:00
gpt2-medium,t4,4,256,62.57365337371826,0.34055666104025883,62.58803176879883,63.15187072753906,100,False,1002.385408,Tesla T4,15.64,40,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T22:32:35+00:00
gpt2-medium,t4,4,512,140.85189895629884,0.8544430989262674,140.86505126953125,142.0615692138672,100,False,1258.412032,Tesla T4,15.64,40,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T22:32:46+00:00
gpt2-medium,t4,4,1024,344.57175506591796,0.5797945315758921,344.6292419433594,345.4619445800781,100,False,1770.46528,Tesla T4,15.64,40,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T22:33:08+00:00
gpt2-medium,t4,6,32,17.3273254776001,0.16241003178817975,17.312192916870117,17.4835205078125,100,False,800.620544,Tesla T4,15.64,40,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T22:34:01+00:00
gpt2-medium,t4,6,64,21.63321569442749,0.19653178168048874,21.700607299804688,21.966848373413086,100,False,842.369024,Tesla T4,15.64,40,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T22:34:04+00:00
gpt2-medium,t4,6,128,44.09910373687744,0.353995486868584,43.94825744628906,44.71836853027344,100,False,938.90304,Tesla T4,15.64,40,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T22:34:08+00:00
gpt2-medium,t4,6,256,93.45857208251954,0.4207769332647874,93.43798065185547,94.2072982788086,100,False,1131.447296,Tesla T4,15.64,40,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T22:34:16+00:00
gpt2-medium,t4,6,512,208.19779083251953,1.1869057072336673,208.46400451660156,209.55126953125,100,False,1514.438656,Tesla T4,15.64,40,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T22:34:31+00:00
gpt2-medium,t4,6,1024,512.4223455810547,0.7313189779685471,512.3993530273438,513.6973876953125,100,False,2282.518528,Tesla T4,15.64,40,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T22:35:03+00:00
gpt2-medium,t4,8,32,17.92692035675049,0.6810428866546937,17.72585678100586,19.106719970703125,100,False,822.782464,Tesla T4,15.64,40,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T22:36:21+00:00
gpt2-medium,t4,8,64,29.352953033447264,0.18160968598538196,29.335552215576172,29.796512603759766,100,False,898.489344,Tesla T4,15.64,40,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T22:36:25+00:00
gpt2-medium,t4,8,128,58.35999813079834,0.34278869429866793,58.38848114013672,58.97283172607422,100,False,1002.385408,Tesla T4,15.64,40,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T22:36:30+00:00
